Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-wisg,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: accountName,Spreadsheet: postText,Spreadsheet: postImage,Spreadsheet: accountimage,Spreadsheet: commentnum,Spreadsheet: sharenum,Spreadsheet: reactionum,Spreadsheet: like,Spreadsheet: heart,Spreadsheet: laugh,Spreadsheet: surprise,Spreadsheet: sad,Spreadsheet: disgust,Spreadsheet: angry,Spreadsheet: commentacc1,Spreadsheet: comment1,Spreadsheet: blocks,Spreadsheet: randomise,Spreadsheet: type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: feedback
20,1758455849390,21/09/2025 11:57,1758459449390,1,21/09/2025 13:57,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,test item,test,ruwiaf,2,response,next,5512.799999999988,5499.099999999977,5512.799999999988,5512.799999999988,5499.099999999977,5512.799999999988,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence
21,1758455851345,21/09/2025 11:57,1758459451345,1,21/09/2025 13:57,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,test item,ISI,jb9xyl,1,continue,,1966.8000000000175,1966.8000000000175,1966.8000000000175,1966.8000000000175,1966.8000000000175,1966.8000000000175,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares
22,1758455854354,21/09/2025 11:57,1758459454354,1,21/09/2025 13:57,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,test item,test,ruwiaf,2,response,true,3010.7000000007392,2999.7999999999884,3010.7000000007392,3010.7000000007392,2999.7999999999884,3010.7000000007392,0,0,0,,Click Response,true response,8,object-13,test item,,,,,,,,,,,,,,,,,test_1,2,,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares
23,1758455856339,21/09/2025 11:57,1758459456339,1,21/09/2025 13:57,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,test item,test,ruwiaf,2,response,next,4995.399999999994,4983,4995.399999999994,4995.399999999994,4983,4995.399999999994,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares
24,1758455858294,21/09/2025 11:57,1758459458294,1,21/09/2025 13:57,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,test item,ISI,jb9xyl,1,continue,,1967.5,1967.5,1967.5,1967.5,1967.5,1967.5,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
25,1758455860744,21/09/2025 11:57,1758459460744,1,21/09/2025 13:57,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,test item,test,ruwiaf,2,response,false,2448.2999999999884,2432.2999999999884,2448.2999999999884,2448.2999999999884,2432.2999999999884,2448.2999999999884,1,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
26,1758455863570,21/09/2025 11:57,1758459463570,1,21/09/2025 13:57,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,test item,test,ruwiaf,2,response,next,5275.300000002229,5266.600000000006,5275.300000002229,5275.300000002229,5266.600000000006,5275.300000002229,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
27,1758455865528,21/09/2025 11:57,1758459465528,1,21/09/2025 13:57,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,ISI,jb9xyl,1,continue,,1966.5999999999767,1966.5999999999767,1966.5999999999767,1966.5999999999767,1966.5999999999767,1966.5999999999767,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire 
28,1758455868169,21/09/2025 11:57,1758459468169,1,21/09/2025 13:57,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,test,ruwiaf,2,response,true,2641.600000002247,2633.4000000000233,2641.600000002247,2641.600000002247,2633.4000000000233,2641.600000002247,1,0,0,,Click Response,true response,8,object-13,test item,,,,,,,,,,,,,,,,,test_1,2,,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire 
29,1758455870007,21/09/2025 11:57,1758459470007,1,21/09/2025 13:57,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,test,ruwiaf,2,response,next,4479.600000002247,4466.700000000012,4479.600000002247,4479.600000002247,4466.700000000012,4479.600000002247,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire 
30,1758455874602,21/09/2025 11:57,1758459474602,1,21/09/2025 13:57,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,sm continue,Screen 1,atwkw5,1,continue,,4607.20000000298,4599.299999999988,4607.20000000298,4607.20000000298,4599.299999999988,4607.20000000298,1,0,0,,Click To Continue,Continue Button,2,object-45,sm continue,,,,,,,,,,,,,,,,,sm_2,,,,,
31,1758455888221,21/09/2025 11:58,1758459488221,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,9,post_single,post,yruilm,1,continue,,13626.800000001502,13616.100000000006,13626.800000001502,13626.800000001502,13616.100000000006,13626.800000001502,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,,,4,3,,,,,,,,sm_2,3,filler,,,
32,1758455911684,21/09/2025 11:58,1758459511684,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,10,post_single,post,yruilm,1,action,heart,23466.399999999994,23466.399999999994,23473.90000000075,23466.399999999994,23466.399999999994,23473.90000000075,1,7.5000000007567,0,react,Social Media,Social Media,1,object-19,post_single,North London Council,"🌳 Help water our street trees this summer 🌞 Our street trees are feeling the heat and could use a little extra help to stay healthy and green 🥵 We’re lucky to have over 2,500 young trees across the borough, and while our teams are out daily watering them, young trees need up to 80 litres of water a week — especially during hot, dry weather.
Here’s how you can help: 💧If you’re walking by, top up the green watering bag,  pour water into the pipe, or water the soil around the tree 🚰 You can reuse rainwater, bath water, or even leftover washing-up water (it’s safe for the trees!) 🌅  Try to water in the morning or evening when it’s cooler — but any time helps. Trees clean our air, cool our streets, support birds and insects, and make our neighbourhoods more beautiful. Let’s return the favour and help them thrive! Thank you for helping to support our local trees 🙏",tree1.jpg,londoncouncil.jpg,,24,3,6,1,,,,,,,,sm_2,,trees,,,
33,1758455912680,21/09/2025 11:58,1758459512680,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,10,post_single,post,yruilm,1,continue,,24469.40000000075,24466.600000000006,24469.40000000075,24469.40000000075,24466.600000000006,24469.40000000075,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,North London Council,"🌳 Help water our street trees this summer 🌞 Our street trees are feeling the heat and could use a little extra help to stay healthy and green 🥵 We’re lucky to have over 2,500 young trees across the borough, and while our teams are out daily watering them, young trees need up to 80 litres of water a week — especially during hot, dry weather.
Here’s how you can help: 💧If you’re walking by, top up the green watering bag,  pour water into the pipe, or water the soil around the tree 🚰 You can reuse rainwater, bath water, or even leftover washing-up water (it’s safe for the trees!) 🌅  Try to water in the morning or evening when it’s cooler — but any time helps. Trees clean our air, cool our streets, support birds and insects, and make our neighbourhoods more beautiful. Let’s return the favour and help them thrive! Thank you for helping to support our local trees 🙏",tree1.jpg,londoncouncil.jpg,,24,3,6,1,,,,,,,,sm_2,,trees,,,
34,1758455912681,21/09/2025 11:58,1758459512681,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,10,post_single,post,yruilm,1,response,heart,23466.399999999994,24466.600000000006,24470.300000002986,23466.399999999994,24466.600000000006,24470.300000002986,1,1003.9000000029919,0,react,Social Media,Social Media,1,object-19,post_single,North London Council,"🌳 Help water our street trees this summer 🌞 Our street trees are feeling the heat and could use a little extra help to stay healthy and green 🥵 We’re lucky to have over 2,500 young trees across the borough, and while our teams are out daily watering them, young trees need up to 80 litres of water a week — especially during hot, dry weather.
Here’s how you can help: 💧If you’re walking by, top up the green watering bag,  pour water into the pipe, or water the soil around the tree 🚰 You can reuse rainwater, bath water, or even leftover washing-up water (it’s safe for the trees!) 🌅  Try to water in the morning or evening when it’s cooler — but any time helps. Trees clean our air, cool our streets, support birds and insects, and make our neighbourhoods more beautiful. Let’s return the favour and help them thrive! Thank you for helping to support our local trees 🙏",tree1.jpg,londoncouncil.jpg,,24,3,6,1,,,,,,,,sm_2,,trees,,,
35,1758455918859,21/09/2025 11:58,1758459518859,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,11,post_single,post,yruilm,1,action,like,6166.799999999988,6166.799999999988,6181.10000000149,6166.799999999988,6166.799999999988,6181.10000000149,1,14.300000001501758,0,react,Social Media,Social Media,1,object-19,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,,,,4,,,,2,,Chet_apol,"I do want to try Detroit style ,and that looks very good. Will check it out ",sm_2,3,filler,,,
36,1758455922001,21/09/2025 11:58,1758459522001,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,11,post_single,post,yruilm,1,continue,,9323,9316.200000000012,9323,9323,9316.200000000012,9323,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,,,,4,,,,2,,Chet_apol,"I do want to try Detroit style ,and that looks very good. Will check it out ",sm_2,3,filler,,,
37,1758455922005,21/09/2025 11:58,1758459522005,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,11,post_single,post,yruilm,1,response,like,6166.799999999988,9316.200000000012,9327.10000000149,6166.799999999988,9316.200000000012,9327.10000000149,1,3160.3000000015018,0,react,Social Media,Social Media,1,object-19,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,,,,4,,,,2,,Chet_apol,"I do want to try Detroit style ,and that looks very good. Will check it out ",sm_2,3,filler,,,
38,1758455925481,21/09/2025 11:58,1758459525481,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,12,post_single,post,yruilm,1,action,heart,3483.399999999994,3483.399999999994,3487.6000000007334,3483.399999999994,3483.399999999994,3487.6000000007334,1,4.200000000739237,0,react,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,,,45,32,,,,,,,sm_2,3,filler,,,
39,1758455926821,21/09/2025 11:58,1758459526821,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,12,post_single,post,yruilm,1,continue,,4826.799999999988,4816.6999999999825,4826.799999999988,4826.799999999988,4816.6999999999825,4826.799999999988,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,,,45,32,,,,,,,sm_2,3,filler,,,
40,1758455926821,21/09/2025 11:58,1758459526821,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,12,post_single,post,yruilm,1,response,heart,3483.399999999994,4816.6999999999825,4827.799999999988,3483.399999999994,4816.6999999999825,4827.799999999988,1,1344.3999999999942,0,react,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,,,45,32,,,,,,,sm_2,3,filler,,,
41,1758455935320,21/09/2025 11:58,1758459535320,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,13,post_single,post,yruilm,1,action,heart,8499.899999999994,8499.899999999994,8509.40000000075,8499.899999999994,8499.899999999994,8509.40000000075,1,9.5000000007567,0,react,Social Media,Social Media,1,object-19,post_single,lyrics art,,lyricsPic.png,lyricsID.png,2,,,,,,,,,,,,sm_2,3,filler,,,
42,1758455937115,21/09/2025 11:58,1758459537115,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,13,post_single,post,yruilm,1,continue,,10304.700000001496,10300.399999999994,10304.700000001496,10304.700000001496,10300.399999999994,10304.700000001496,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,lyrics art,,lyricsPic.png,lyricsID.png,2,,,,,,,,,,,,sm_2,3,filler,,,
43,1758455937116,21/09/2025 11:58,1758459537116,1,21/09/2025 13:58,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,13,post_single,post,yruilm,1,response,heart,8499.899999999994,10300.399999999994,10305.000000002241,8499.899999999994,10300.399999999994,10305.000000002241,1,1805.1000000022468,0,react,Social Media,Social Media,1,object-19,post_single,lyrics art,,lyricsPic.png,lyricsID.png,2,,,,,,,,,,,,sm_2,3,filler,,,
44,1758455951082,21/09/2025 11:59,1758459551082,1,21/09/2025 13:59,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,14,post_single,post,yruilm,1,action,heart,13950.200000000012,13950.200000000012,13966.900000000023,13950.200000000012,13950.200000000012,13966.900000000023,1,16.70000000001164,0,react,Social Media,Social Media,1,object-19,post_single,Washington Post,"Former president Barack Obama and former first lady Michelle Obama addressed speculation about a divorce in her new podcast episode. ""She took me back!"" Barack Obama joked. ""It was touch and go for awhile!""",filler_ob.jpg,wp.jpg,,,,212,,,,,,,,,sm_2,3,filler,,,
45,1758455952671,21/09/2025 11:59,1758459552671,1,21/09/2025 13:59,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,14,post_single,post,yruilm,1,continue,,15555.400000002992,15549.800000000017,15555.400000002992,15555.400000002992,15549.800000000017,15555.400000002992,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Washington Post,"Former president Barack Obama and former first lady Michelle Obama addressed speculation about a divorce in her new podcast episode. ""She took me back!"" Barack Obama joked. ""It was touch and go for awhile!""",filler_ob.jpg,wp.jpg,,,,212,,,,,,,,,sm_2,3,filler,,,
46,1758455952671,21/09/2025 11:59,1758459552671,1,21/09/2025 13:59,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,14,post_single,post,yruilm,1,response,heart,13950.200000000012,15549.800000000017,15555.700000000012,13950.200000000012,15549.800000000017,15555.700000000012,1,1605.5,0,react,Social Media,Social Media,1,object-19,post_single,Washington Post,"Former president Barack Obama and former first lady Michelle Obama addressed speculation about a divorce in her new podcast episode. ""She took me back!"" Barack Obama joked. ""It was touch and go for awhile!""",filler_ob.jpg,wp.jpg,,,,212,,,,,,,,,sm_2,3,filler,,,
47,1758455959161,21/09/2025 11:59,1758459559161,1,21/09/2025 13:59,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,15,post_single,post,yruilm,1,continue,,6493.800000002229,6483.600000000006,6493.800000002229,6493.800000002229,6483.600000000006,6493.800000002229,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Barbel fishing,"I really can't remember a summer when I've spent so little time barbel fishing. It's been like 'groundhog day' week after week the Severn has remained low - only water from Clywedog, Lake Vyrnwy and various boreholes stopped the river being reduced to a mere trickle in places.
We've had to wait until halfway through September for a decent lump of water. Today at Shrewsbury, the river was carrying just over a metre of lovely coloured, fresh water - having risen steadily overnight.
Yesterday afternoon I fished pellets for 3 barbel and two chub and the river was just starting to colour up as I called it a day. Today's session was the usual one rod approach, but I'd decided that a meat attack might be the best bet to find a few bigger specimens.
There was nothing complicated about my set-up, a 3oz lead and a foot long hooklink armed with a size four hook. To add a bit of extra feed into the swim, I'd made up some PVA bags containing pellets and small pieces of luncheon meat.
Needless to say, sunken weed and twigs were ever present. That's only to be expected with the first floodwater of the season - but casting upstream and relatively close to the bank went some way to alleviating the problem.
Happily, my four hour session turned out to be very successful - six good sized barbel reminded me what I had been missing during the hot summer. Strangely enough, the biggest barbel was the first fish of the session and in lovely autumn sunshine too.",fish pic.png,fishID.png,2,,,,1,,4,,,,fishyPete,Nice!,sm_2,3,filler,,,
48,1758455963093,21/09/2025 11:59,1758459563093,1,21/09/2025 13:59,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,16,post_single,post,yruilm,1,continue,,3941.1000000007334,3932.2999999999884,3941.1000000007334,3941.1000000007334,3932.2999999999884,3941.1000000007334,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,zachking,Guess the top speed of the Japanese bullet train!,train-ezgif.com-loop-count.gif,train.png,,453,3,322,,225,,,,,,,sm_2,3,filler,,,
49,1758455966709,21/09/2025 11:59,1758459566709,1,21/09/2025 13:59,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,memory instructions,instr,lposw7,1,continue,,3623.60000000149,3617,3623.60000000149,3623.60000000149,3617,3623.60000000149,1,0,0,,Click To Continue,Continue Button,2,object-42,memory instructions,,,,,,,,,,,,,,,,,test_2,,,,,
50,1758455968670,21/09/2025 11:59,1758459568670,1,21/09/2025 13:59,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,test item,ISI,jb9xyl,1,continue,,1967.2000000000116,1967.2000000000116,1967.2000000000116,1967.2000000000116,1967.2000000000116,1967.2000000000116,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_2,4,,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening"
51,1758455971048,21/09/2025 11:59,1758459571048,1,21/09/2025 13:59,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,test item,test,ruwiaf,2,response,false,2378.2999999999884,2365.7000000000116,2378.2999999999884,2378.2999999999884,2365.7000000000116,2378.2999999999884,1,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_2,4,,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening"
52,1758455972335,21/09/2025 11:59,1758459572335,1,21/09/2025 13:59,238955,3,task-v8r9,,49329844,BLINDED,14114623,,complete,,68cfe6c48b0d66b67a04ff92,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,2048x1280,2048x1090,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,test item,test,ruwiaf,2,response,next,3665.1000000007334,3649.2999999999884,3665.1000000007334,3665.1000000007334,3649.2999999999884,3665.1000000007334,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_2,4,,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening"
